Rank	Hole Cards	Overall	WinHi %	TieHi %	WinLo %	TieLo %	Occur %	Cumul %
279	Ax Jy 5y 2x	21.2735	11.6185	2.0534	17.9554	14.7925	0.0044	1.6385
280	Ax 5x 4x 2x	21.258	7.4582	1.9954	23.1586	18.4674	0.0014	1.6399
281	Ax Kx K- 2x	21.2529	14.1352	0.8763	13.8956	12.2723	0.0044	1.6444
282	A- A- Qx 2x	21.2331	13.5766	0.8214	18.2411	9.7411	0.0044	1.6488
283	Ax A- 9x 2-	21.2323	14.6169	0.1758	18.1832	9.6979	0.0088	1.6577
284	Ax 5y 2x 2y	21.2289	10.5097	0.6258	22.5061	11.8167	0.0044	1.6621
285	A- A- 4- 3-	21.2191	10.8496	0.7893	21.7838	11.7604	0.0044	1.6665
286	A- 3x 3- 2x	21.2052	5.9179	0.4758	26.4992	16.5992	0.0088	1.6754
287	A- Kx K- 2x	21.2008	14.2214	0.8801	13.8847	12.1552	0.0088	1.6843
288	Ax Jx 4- 2x	21.197	8.4961	1.9721	20.9586	17.1275	0.0044	1.6888
289	A- J- 3- 2-	21.1879	4.9081	1.8245	24.4111	19.7057	0.0088	1.6976
290	Ax Kx Qy 2y	21.1803	14.2816	2.7371	13.8546	12.1065	0.0044	1.7021
291	Ax T- 4x 2x	21.1712	8.2809	1.9158	20.892	17.2327	0.0044	1.7065
292	Ax Q- Q- 2x	21.1589	14.246	0.8872	13.7773	12.1728	0.0044	1.7109
293	Ax Qy Jx 2y	21.157	14.2086	3.092	13.8317	12.1275	0.0044	1.7153
294	Ax 9x 4y 2y	21.1563	9.4833	1.1061	20.9709	17.1635	0.0044	1.7198
295	Ax Jx 4x 2-	21.1504	8.3954	1.9646	20.9602	17.2765	0.0044	1.7242
296	Ax Tx 4x 2-	21.132	8.3812	1.9168	21.0159	17.2274	0.0044	1.7286
297	A- Kx 4x 2x	21.1317	8.2709	2.1306	20.9502	17.1829	0.0044	1.7331
298	A- 3- 2- 2-	21.1245	5.1501	0.4347	28.0438	15.0479	0.0044	1.7375
299	Ax Qy Ty 2x	21.1162	14.0047	3.0486	13.9102	12.1092	0.0044	1.7419
300	Ax Qx Q- 2-	21.0864	14.3062	0.8711	13.9274	12.1446	0.0088	1.7508
301	Ax Qy Tx 2y	21.0794	14.0982	3.0094	13.9184	12.1779	0.0044	1.7552
302	Ax Tx 4- 2x	21.0403	8.3407	1.9119	20.9421	17.1165	0.0044	1.7597
303	Ax Jy Ty 2x	21.0389	13.7193	3.4367	13.9524	12.1452	0.0044	1.7641
304	Ax 7x 3x 2-	21.0225	7.4917	1.0683	22.7518	18.6248	0.0044	1.7685
305	Ax Jy 4y 3x	20.999	11.944	2.2769	17.1302	14.3623	0.0044	1.773
306	Ax 6x 4- 2-	20.9939	9.3055	1.7451	20.9689	17.1104	0.0088	1.7818
307	Ax 6- 4x 2-	20.9932	9.2997	1.7616	20.9878	17.1146	0.0088	1.7907
308	Ax 6- 4- 2x	20.9916	9.263	1.7318	21.042	17.0614	0.0088	1.7996
309	A- T- 3- 2-	20.9907	4.7764	1.7804	24.1832	19.8293	0.0088	1.8084
310	Ax A- 7x 2-	20.9793	14.6511	0.1896	17.3537	9.2599	0.0088	1.8173
311	Ax Kx 4x 2x	20.9779	7.955	2.0672	20.9216	17.2785	0.0014	1.8188
312	Ax 7x 3- 2x	20.9419	7.4432	1.0748	22.6882	18.4703	0.0044	1.8232
313	Ax A- 7- 2x	20.9402	14.5673	0.1857	17.3833	9.3003	0.0088	1.8321
314	Ax 7- 3x 2x	20.9396	7.3749	1.1212	22.7043	18.5223	0.0044	1.8365
315	Ax 5y 4y 3x	20.9186	10.8578	2.4293	19.334	15.8112	0.0044	1.841
316	Ax 5x 4y 3y	20.9149	10.8064	2.4236	19.4233	15.708	0.0044	1.8454
317	Ax Jy 4x 3y	20.9061	11.8642	2.2465	17.0247	14.4678	0.0044	1.8498
318	Ax Jy Tx 2y	20.9013	13.6849	3.4132	13.984	12.1574	0.0044	1.8543
319	Ax Ty 5y 2x	20.8996	11.0497	1.9892	17.9819	14.8625	0.0044	1.8587
320	Ax 9- 4x 2-	20.8969	8.7843	1.1458	20.993	17.1887	0.0088	1.8676
321	Ax Qx Jy 2y	20.8812	13.6725	3.1215	13.9231	12.1402	0.0044	1.872
322	Ax Ty 5x 2y	20.8773	11.0817	1.9909	17.8779	14.9421	0.0044	1.8764
323	Ax 9- 4- 2x	20.8719	8.7705	1.1211	20.9902	17.1546	0.0088	1.8853
324	Ax 5y 4x 3y	20.8485	10.8246	2.4195	19.293	15.7062	0.0044	1.8897
325	Ax A- 6x 3-	20.846	15.1884	0.7007	16.5098	8.8916	0.0088	1.8986
326	Ax A- 6- 3x	20.8294	15.1136	0.6978	16.5533	8.896	0.0088	1.9074
327	A- A- Jx 2x	20.8113	12.9688	0.826	18.2431	9.6453	0.0044	1.9119
328	A- 9x 3x 2x	20.8092	5.381	0.944	24.2719	19.7186	0.0044	1.9163
329	Ax 8x 3x 2-	20.8018	7.4211	0.9047	22.5205	18.3903	0.0044	1.9207
330	Ax Qx 4x 2x	20.7917	7.7573	2.037	20.8722	17.2511	0.0014	1.9222
331	A- Qx 4- 2x	20.7859	7.8534	2.0239	20.9572	17.1747	0.0088	1.9311
332	Ax 5- 2x 2-	20.7798	9.8359	0.6222	22.5826	11.7631	0.0088	1.9399
333	Ax A- K- 3x	20.7754	15.7668	0.9108	14.9195	8.1665	0.0088	1.9488
334	A- 3- 3- 2-	20.7719	5.1726	0.4888	26.6603	16.4958	0.0044	1.9532
335	Ax 9x 4- 2-	20.7714	8.8639	1.1149	21.0266	17.1212	0.0088	1.9621
336	A- Qx 4x 2-	20.7661	7.8694	2.0322	20.8858	17.2055	0.0088	1.971
337	Ax Kx 5y 2y	20.7534	10.8585	2.1525	18.0536	14.7951	0.0044	1.9754
338	Ax 4x 4- 2x	20.73	8.9416	0.6573	22.2785	14.4339	0.0044	1.9798
339	A- 9x 3- 2x	20.7267	5.1912	0.9252	24.3377	19.7453	0.0088	1.9887
340	Ax A- 5x 4-	20.7219	15.6867	1.2657	15.6935	8.5581	0.0088	1.9976
341	Ax 5x 2- 2-	20.7177	9.8079	0.6096	22.5513	11.8061	0.0044	2.002
342	Ax A- 5- 4x	20.7135	15.7189	1.2693	15.6447	8.5531	0.0088	2.0108
343	Ax 8- 3x 2x	20.7107	7.3278	0.9545	22.4006	18.436	0.0044	2.0153
344	Ax Ay 5x 5y	20.6959	22.2441	0.2088	9.4002	3.5882	0.0022	2.0175
345	Ax 8x 3- 2x	20.694	7.2806	0.9285	22.4896	18.3654	0.0044	2.0219
346	Ax Qy 2x 2y	20.6859	12.7029	1.1277	18.237	9.6825	0.0044	2.0264
347	Ax A- T- 3x	20.6858	15.7459	0.8704	14.9429	8.0992	0.0088	2.0352
348	Ax A- J- 3x	20.6791	15.709	0.8884	14.8989	8.1801	0.0088	2.0441
349	A- 9x 3x 2-	20.6778	5.2051	0.9326	24.2549	19.7288	0.0088	2.053
350	Ax Jx 4x 2x	20.6727	7.5807	1.9918	21.0585	17.0834	0.0014	2.0544
351	A- Qx 4x 2x	20.6679	7.5265	2.051	21.0677	17.1551	0.0044	2.0589
352	A- A- Tx 2x	20.6647	12.7156	0.8085	18.2732	9.6097	0.0044	2.0633
353	Ax A- Q- 3x	20.6607	15.6183	0.8899	14.9402	8.1612	0.0088	2.0721
354	Ax Kx Jy 2y	20.6568	13.4102	2.6178	13.9939	12.1658	0.0044	2.0766
355	Ax Ay 7x 4y	20.641	19.6762	0.8736	11.176	6.3309	0.0044	2.081
356	Ax Tx Ty 2y	20.6177	14.1678	0.8421	13.8233	12.1544	0.0044	2.0854
357	Ax A- 8x 2-	20.5829	14.6201	0.1846	16.7624	9.0063	0.0088	2.0943
358	Ax Tx 4x 2x	20.5737	7.5062	1.9538	21.0006	17.0316	0.0014	2.0958
359	Ax Jx Ty 2y	20.5704	13.2848	3.4133	13.8345	12.1039	0.0044	2.1002
360	Ax A- 9x 2x	20.564	13.4403	0.1783	18.2417	9.6788	0.0044	2.1046
361	Ax K- 5x 2-	20.5559	10.2488	2.2018	18.0691	14.8302	0.0088	2.1135
362	Ax Ky 5y 3x	20.5523	14.0752	2.5747	14.4233	12.2188	0.0044	2.1179
363	Ax A- 8- 2x	20.5503	14.5581	0.1786	16.7877	9.0042	0.0088	2.1268
364	Ax A- Kx 3-	20.5418	15.7199	0.9121	14.8946	8.1661	0.0088	2.1356
365	Ax Ky 5x 3y	20.5365	14.1006	2.5572	14.416	12.1803	0.0044	2.1401
366	Ax Ty 4y 3x	20.5342	11.2889	2.22	17.1623	14.262	0.0044	2.1445
367	Ax A- Qx 3-	20.527	15.7143	0.8743	14.928	8.1392	0.0088	2.1534
368	Ax Ty 4x 3y	20.5259	11.2691	2.1985	17.1872	14.3498	0.0044	2.1578
369	Ax Qx 5y 2y	20.5223	10.5992	2.1089	18.013	14.8785	0.0044	2.1622
370	Ax A- Tx 3-	20.5223	15.7859	0.8831	14.8421	8.1618	0.0088	2.1711
371	Ax K- 5- 2x	20.5218	10.2067	2.1795	18.0469	14.8847	0.0088	2.18
372	Ax Ky 6x 2y	20.5185	13.3283	1.7761	15.1697	12.9188	0.0044	2.1844
373	Ax 7y 4y 2x	20.5103	9.8946	1.4832	19.6909	16.1377	0.0044	2.1888
374	Ax Ky 6y 2x	20.4817	13.2396	1.7947	15.3089	12.8061	0.0044	2.1933
375	Ax A- Jx 3-	20.4665	15.6641	0.8917	14.8953	8.1066	0.0088	2.2021
376	Ax 7y 4x 2y	20.4434	9.8105	1.5038	19.6908	16.1828	0.0044	2.2065
377	Ax 8y 4x 2y	20.4404	9.8584	1.3092	19.6078	16.1313	0.0044	2.211
378	Ax 5x 4- 3-	20.4204	10.1189	2.4371	19.3343	15.7345	0.0088	2.2198
379	Ax Qx Ty 2y	20.415	12.992	3.0342	13.9423	12.1366	0.0044	2.2243
380	Ax Jx 5y 2y	20.4087	10.4473	2.0382	18.0155	14.9187	0.0044	2.2287
381	Ax J- J- 2x	20.4051	13.3209	0.8795	13.8378	12.1733	0.0044	2.2331
382	Ax Qx Q- 2x	20.3943	13.1776	0.8771	13.8607	12.0661	0.0044	2.2376
383	Ax Jx J- 2-	20.392	13.4488	0.878	13.973	12.1224	0.0088	2.2464
384	Ax Qx Qy 3y	20.3868	16.8842	0.9307	10.5939	9.402	0.0044	2.2509
385	Ax 8y 4y 2x	20.3831	9.8515	1.3286	19.5054	16.0919	0.0044	2.2553
386	A- 6x 3x 2x	20.382	5.2015	1.2708	24.2698	19.4849	0.0044	2.2597
387	A- 9- 3x 2x	20.3616	4.744	0.9292	24.2479	19.7477	0.0088	2.2686
388	Ax 5- 4x 3-	20.3566	10.0281	2.4288	19.3098	15.7408	0.0088	2.2775
389	Ax Kx 4y 3y	20.3461	11.1507	2.3218	17.0871	14.3608	0.0044	2.2819
390	Ax 7x 3x 2x	20.3454	6.4271	1.0797	22.7281	18.651	0.0014	2.2834
391	Ax Tx 5y 2y	20.3343	10.3557	1.9659	18.1166	14.8717	0.0044	2.2878
392	Ax 7x 4y 2y	20.326	9.7657	1.4861	19.5992	16.114	0.0044	2.2922
393	Ax Kx 5- 2-	20.3195	10.1853	2.1858	18.0433	14.836	0.0088	2.3011
394	A- 6x 3x 2-	20.3148	5.0999	1.3116	24.2816	19.481	0.0088	2.31
395	Ax 6x 4- 2x	20.3136	8.1512	1.7592	21.0384	17.117	0.0044	2.3144
396	Ax 5- 4- 3x	20.3022	10.0189	2.4325	19.2257	15.7666	0.0088	2.3233
397	Ax Q- 5x 2-	20.2885	10.0042	2.1236	17.9757	14.8549	0.0088	2.3321
398	A- Jx 4- 2x	20.2782	7.0222	2.0085	21.0108	17.2237	0.0088	2.341
399	Ax Q- 5- 2x	20.2696	9.9073	2.0921	18.0558	14.9045	0.0088	2.3499
400	A- 6x 3- 2x	20.2616	5.029	1.3013	24.2555	19.4415	0.0088	2.3588
401	A- Jx 4x 2-	20.2573	7.0289	1.9931	20.998	17.1905	0.0088	2.3676
402	Ax Jy 2x 2y	20.2528	12.0162	1.0998	18.2391	9.631	0.0044	2.3721
403	Ax 6- 4x 2x	20.247	8.1307	1.7183	21.0024	17.0506	0.0044	2.3765
404	Ax 8x 3x 2x	20.2178	6.4816	0.9215	22.5707	18.3655	0.0014	2.378
405	Ax Kx Ty 2y	20.2163	12.8447	2.6637	13.8649	12.035	0.0044	2.3824
406	Ax A- 7x 2x	20.2154	13.4092	0.1979	17.399	9.3274	0.0044	2.3868
407	Ax 6x 4x 2-	20.1781	8.1216	1.7424	20.8271	17.0811	0.0044	2.3912
408	Ax Ay 6x 5y	20.1761	20.1646	1.2993	9.8655	5.7512	0.0044	2.3957
409	Ax 8x 4y 2y	20.1719	9.5524	1.3146	19.5892	16.0602	0.0044	2.4001
410	A- Jx 4x 2x	20.1675	6.8487	1.9564	21.0218	17.1616	0.0044	2.4045
411	A- 6- 3x 2x	20.1644	4.9441	1.296	24.2048	19.4751	0.0088	2.4134
412	Ax 9- 4x 2x	20.1519	7.6247	1.1368	20.9748	17.1165	0.0044	2.4179
413	A- A- 5x 3x	20.1512	11.7751	0.9724	19.148	10.2211	0.0044	2.4223
414	Ax 4y 3x 3y	20.145	11.0693	0.8338	20.0033	11.0905	0.0044	2.4267
415	Ax Ay 8x 4y	20.1414	19.4633	0.5068	10.6708	6.1257	0.0044	2.4312
416	Ax J- 5x 2-	20.1212	9.8238	2.0437	17.9775	14.8092	0.0088	2.44
417	Ax J- 5- 2x	20.1143	9.7701	2.0416	18.0232	14.8762	0.0088	2.4489
418	A- 5x 4x 2x	20.11	5.9466	2.0878	23.0696	18.461	0.0044	2.4533
419	Ax Qx 5- 2-	20.1004	9.9627	2.1082	17.9938	14.8223	0.0088	2.4622
420	Ax Ay 9x 4y	20.0934	19.1759	0.2951	11.2966	6.4444	0.0044	2.4666
421	Ax K- 4x 3-	20.0918	10.4913	2.3752	17.043	14.3849	0.0088	2.4755
422	Ax K- 4- 3x	20.0861	10.4125	2.4167	17.1381	14.3431	0.0088	2.4844
423	Ax Qx 4y 3y	20.0794	10.8437	2.2767	17.0706	14.2996	0.0044	2.4888
424	A- 5x 4x 2-	20.0724	5.8922	2.0935	23.1293	18.4809	0.0088	2.4977
425	Ax 9x 4x 2-	20.0716	7.7142	1.1194	21.0324	17.1431	0.0044	2.5021
426	Ax 9x 4- 2x	20.0505	7.6727	1.1468	20.9655	17.1928	0.0044	2.5065
427	Ax A- 4x 4-	20.0476	17.5985	0.1939	13.775	4.917	0.0088	2.5154
428	Ax 5x 2x 2-	20.0274	8.7082	0.6175	22.5	11.7157	0.0044	2.5198
429	Ax A- 6x 3x	20.0131	13.8573	0.6919	16.5069	8.7962	0.0044	2.5242
430	A- 5x 4- 2x	20.004	5.8257	2.0995	23.073	18.4393	0.0088	2.5331
431	Ax A- 5x 4x	20.0015	14.5622	1.2623	15.6444	8.5908	0.0044	2.5375
432	Ax Jx 5- 2-	19.9906	9.8042	2.0581	18.0624	14.8401	0.0088	2.5464
433	Ax T- 5x 2-	19.9846	9.6017	2.0364	18.0576	14.8477	0.0088	2.5553
434	Ax A- A- 2x	19.9814	9.4116	0.0417	24.0727	5.926	0.0044	2.5597
435	A- 5- 4x 2x	19.9771	5.7599	2.1013	23.096	18.4346	0.0088	2.5686
436	A- 4x 2x 2-	19.9738	6.0563	0.564	25.3934	13.359	0.0088	2.5774
437	Ax A- Jx 3x	19.9542	14.6836	0.888	15.0068	8.0707	0.0044	2.5818
438	A- 9- 3- 2-	19.9443	4.0643	0.9489	24.3147	19.674	0.0088	2.5907
439	Ax Tx 4y 3y	19.9434	10.5863	2.1885	17.2047	14.3418	0.0044	2.5951
440	Ax T- 5- 2x	19.9402	9.5796	2.0245	17.9942	14.8012	0.0088	2.604
441	Ax 7- 4- 2x	19.9398	9.0281	1.5229	19.759	16.1016	0.0088	2.6129
442	Ax 7- 4x 2-	19.9357	9.1027	1.5198	19.6247	16.158	0.0088	2.6217
443	Ax Kx 4- 3-	19.9181	10.3905	2.409	17.153	14.3553	0.0088	2.6306
444	Ax 7x 4- 2-	19.908	9.0517	1.5216	19.6289	16.127	0.0088	2.6395
445	A- A- 6x 2x	19.9041	10.9551	0.3641	19.7148	10.3464	0.0044	2.6439
446	Ax Ty 2x 2y	19.9013	11.546	1.0746	18.1612	9.6833	0.0044	2.6483
447	Ax 4x 4y 3y	19.8994	11.1485	0.8676	18.8258	12.3689	0.0044	2.6528
448	Ax Jx 4y 3y	19.8875	10.6343	2.2363	17.0324	14.3223	0.0044	2.6572
449	Ax 9y 5x 2y	19.884	10.3741	1.3943	18.0013	14.7607	0.0044	2.6616
450	A- Qx Q- 2x	19.8823	12.3586	0.875	13.9406	12.1378	0.0088	2.6705
451	Ax K- K- 3x	19.8706	15.439	0.9633	10.5104	9.5571	0.0044	2.6749
452	Ax A- Tx 3x	19.8441	14.5736	0.8447	14.9885	8.1099	0.0044	2.6793
453	A- Tx 4- 2x	19.8418	6.4342	1.9397	21.0036	17.1396	0.0088	2.6882
454	Ax Q- 4- 3x	19.8397	10.1628	2.3059	17.0964	14.355	0.0088	2.6971
455	Ax J- T- 2x	19.8397	11.754	3.4929	13.9708	12.1679	0.0088	2.7059
456	A- Tx 4x 2-	19.8389	6.4363	1.9484	20.9686	17.1641	0.0088	2.7148
457	Ax Tx 5- 2-	19.8362	9.6204	2.0172	18.0981	14.7524	0.0088	2.7237
458	Ax Qy 5x 3y	19.8303	12.9214	2.5126	14.552	12.1928	0.0044	2.7281
459	Ax 9y 5y 2x	19.8185	10.2761	1.4072	17.9524	14.845	0.0044	2.7325
460	A- K- 4x 2x	19.8153	6.2357	2.1036	20.909	17.2517	0.0088	2.7414
461	A- Tx 4x 2x	19.8111	6.3952	1.9333	20.9607	17.2088	0.0044	2.7458
462	Ax Q- 4x 3-	19.8079	10.1408	2.3346	17.0565	14.3011	0.0088	2.7547
463	A- 6- 3- 2-	19.8062	4.3104	1.3484	24.3178	19.4444	0.0088	2.7636
464	A- A- Kx 3x	19.7983	14.668	0.9275	14.8358	8.1334	0.0044	2.768
465	Ax A- 8x 2x	19.7863	13.4112	0.1768	16.6388	9.0948	0.0044	2.7724
466	Ax 6y 5y 2x	19.7847	10.4254	1.983	18.126	14.7997	0.0044	2.7769
467	A- A- 5- 3-	19.781	11.1568	1.0102	19.166	10.3255	0.0044	2.7813
468	Ax A- Kx 3x	19.7786	14.5207	0.9423	14.7654	8.1563	0.0044	2.7857
469	Ax 6y 5x 2y	19.7709	10.3604	2.0409	18.1773	14.8213	0.0044	2.7902
470	Ax 8x 4- 2-	19.7692	8.9968	1.3504	19.5157	15.9719	0.0088	2.799
471	Ax A- Qx 3x	19.7685	14.4533	0.8933	14.8825	8.194	0.0044	2.8035
472	Ax Ky 9y 2x	19.7676	13.3362	1.681	13.7667	12.1294	0.0044	2.8079
473	Ax Q- J- 2x	19.7644	11.6913	3.1284	13.8759	12.1191	0.0088	2.8168
474	Ax Ky 9x 2y	19.7632	13.3327	1.6683	13.9292	12.1397	0.0044	2.8212
475	Ax K- 5x 2x	19.7614	9.0359	2.1767	17.976	14.8368	0.0044	2.8257
476	Ax Qy 6x 2y	19.7583	12.1163	1.7003	15.3104	12.9067	0.0044	2.8301
477	A- A- K- 2-	19.7478	11.2688	0.8832	18.2003	9.6546	0.0044	2.8345
478	Ax Kx Ky 4y	19.7478	18.9029	1.0093	7.4828	7.0022	0.0044	2.839
479	Ax K- Q- 2x	19.7449	11.6423	2.7753	13.8645	12.2395	0.0088	2.8478
480	Ax Kx K- 3-	19.724	15.4798	0.9745	10.5484	9.4272	0.0088	2.8567
481	Ax J- 4- 3x	19.7236	9.9428	2.3037	17.1619	14.3589	0.0088	2.8656
482	Ax Qy 5y 3x	19.7189	12.8807	2.485	14.395	12.232	0.0044	2.87
483	A- A- Q- 2-	19.7104	11.2192	0.8536	18.236	9.7698	0.0044	2.8745
484	A- A- T- 2-	19.7081	11.3275	0.8119	18.1826	9.7395	0.0044	2.8789
485	Ax Qy 6y 2x	19.7061	12.0614	1.697	15.2515	12.911	0.0044	2.8833
486	Ax Tx T- 2-	19.7021	12.6629	0.8699	13.9096	12.139	0.0088	2.8922
487	Ax J- Tx 2-	19.6989	11.7982	3.5138	13.9379	12.1148	0.0088	2.9011
488	Ax 8- 4x 2-	19.6974	8.9399	1.3481	19.4641	15.9952	0.0088	2.9099
489	Ax 6x 5y 2y	19.6964	10.3293	1.9957	18.1468	14.7299	0.0044	2.9144
490	Ax 5x 4- 3x	19.6909	8.9828	2.3903	19.216	15.8366	0.0044	2.9188
491	Ax Jx J- 2x	19.6881	12.2381	0.8942	13.9179	12.1921	0.0044	2.9232
492	Ax J- 4x 3-	19.6826	9.9541	2.2653	17.1285	14.3511	0.0088	2.9321
493	Ax 5x 5y 2y	19.6823	11.1582	0.7407	18.2796	12.5782	0.0044	2.9365
494	Ax Jx T- 2-	19.6755	11.8405	3.4942	13.8593	12.147	0.0088	2.9454
495	A- A- J- 2-	19.675	11.2788	0.8239	18.117	9.7319	0.0044	2.9498
496	Ax Kx Q- 2-	19.6722	11.7394	2.8142	13.9034	12.2041	0.0088	2.9586
497	Ax T- T- 2x	19.6712	12.4197	0.867	13.9272	12.1002	0.0044	2.9631
498	Ax 4- 3x 3-	19.6664	10.3617	0.8253	19.9813	11.0789	0.0088	2.9719
499	Ax Qx 4- 3-	19.6644	10.1583	2.321	17.0712	14.3941	0.0088	2.9808
500	Ax 8- 4- 2x	19.6616	8.8706	1.3659	19.4496	16.0839	0.0088	2.9897
501	Ax Q- Jx 2-	19.6588	11.7163	3.1451	13.9116	12.1871	0.0088	2.9986
502	Ax K- Qx 2-	19.6567	11.76	2.7874	13.8882	12.0845	0.0088	3.0074
503	Ax Q- T- 2x	19.649	11.5071	3.1014	13.9189	12.1215	0.0088	3.0163
504	Ax K- J- 2x	19.6441	11.5445	2.7489	13.8982	12.1229	0.0088	3.0252
505	A- 4- 2- 2-	19.6361	5.4482	0.5984	25.4654	13.4113	0.0044	3.0296
506	Ax 5x 4x 3-	19.6337	8.9247	2.4136	19.2391	15.7819	0.0044	3.034
507	A- 5- 4- 2-	19.6301	5.1494	2.1081	23.2017	18.4474	0.0088	3.0429
508	A- Q- 4x 2x	19.6297	6.0253	2.0221	20.9801	17.1466	0.0088	3.0518
509	Ax Qx J- 2-	19.6253	11.6813	3.1342	13.9117	12.1823	0.0088	3.0606
510	Ax Ky Qy 3x	19.624	15.2497	2.8609	10.6005	9.5079	0.0044	3.0651
511	Ax 4x 3- 3-	19.6238	10.3519	0.8219	19.9827	11.0209	0.0044	3.0695
512	Ax 6x 4x 2x	19.616	7.1414	1.7253	20.9804	17.0496	0.0014	3.071
513	Ax Q- 5x 2x	19.6127	8.8925	2.1007	18.0098	14.7872	0.0044	3.0754
514	Ax 5- 4x 3x	19.6124	8.8907	2.3861	19.2622	15.7405	0.0044	3.0799
515	Ax Kx 5x 2-	19.6103	9.0235	2.167	18.0663	14.8429	0.0044	3.0843
516	A- Kx 5x 2-	19.5981	9.1284	2.1801	17.9887	14.9106	0.0088	3.0931
517	Ax Kx 5- 2x	19.5813	8.9874	2.1792	17.9978	14.7977	0.0044	3.0976
518	Ax Q- Tx 2-	19.5518	11.6296	3.0958	13.9216	12.1929	0.0088	3.1064
519	A- Kx 5- 2x	19.5469	9.0426	2.1718	18.0118	14.902	0.0088	3.1153
520	Ax 9x 4x 2x	19.5449	6.7586	1.0834	21.0998	17.2116	0.0014	3.1168
521	Ax T- 4x 3-	19.5362	9.7738	2.2141	17.1695	14.2618	0.0088	3.1257
522	Ax T- 4- 3x	19.5275	9.7654	2.2289	17.1162	14.3471	0.0088	3.1345
523	Ax Jx 4- 3-	19.5273	9.9339	2.2969	17.1287	14.4164	0.0088	3.1434
524	Ax Ky Qx 3y	19.5189	15.207	2.871	10.5768	9.5479	0.0044	3.1478
525	Ax Qx T- 2-	19.5	11.5455	3.0819	13.9039	12.1886	0.0088	3.1567
526	Ax K- T- 2x	19.495	11.3711	2.6582	13.9071	12.1377	0.0088	3.1655
527	Ax Qx 5x 2-	19.4918	8.9086	2.1057	18.0169	14.7899	0.0044	3.17
528	Ax A- 9- 3x	19.4886	14.7535	0.2497	14.9413	8.1729	0.0088	3.1788
529	Ax K- Jx 2-	19.4858	11.5699	2.7651	13.8729	12.1062	0.0088	3.1877
530	Ax Qy 9y 2x	19.4721	12.6611	1.9269	13.8806	12.118	0.0044	3.1921
531	A- A- 6- 2-	19.4714	10.3423	0.3579	19.7227	10.2774	0.0044	3.1966
532	A- J- 4x 2x	19.4571	5.8271	1.9883	20.9556	17.1801	0.0088	3.2054
533	A- K- 4- 2-	19.4457	5.5863	2.1479	21.0034	17.1989	0.0088	3.2143
534	Ax 9x 5y 2y	19.4344	9.9285	1.4338	17.9478	14.842	0.0044	3.2188
535	Ax Qx 5- 2x	19.4144	8.8041	2.0677	17.9674	14.8965	0.0044	3.2232
536	Ax 6x 4y 3y	19.413	10.5986	2.0626	17.3479	14.5636	0.0044	3.2276
537	Ax Tx 4- 3-	19.4071	9.8285	2.2036	17.1301	14.3778	0.0088	3.2365
538	Ax Kx J- 2-	19.4045	11.5156	2.7056	13.8493	12.1112	0.0088	3.2454
539	Ax J- 5x 2x	19.3937	8.5958	2.0302	18.0161	14.8511	0.0044	3.2498
540	Ax 4x 4- 3-	19.3898	10.4114	0.9057	18.8132	12.2708	0.0088	3.2587
541	Ax 6y 4y 3x	19.3849	10.5401	2.0544	17.3514	14.5097	0.0044	3.2631
542	Ax 6y 4x 3y	19.384	10.5387	2.0399	17.3594	14.5562	0.0044	3.2675
543	A- T- 4x 2x	19.3795	5.6536	1.9719	20.9944	17.2282	0.0088	3.2764
544	Ax Ay Tx 5y	19.3759	20.5136	0.9123	7.828	4.7558	0.0044	3.2809
545	Ax A- 7x 3-	19.3754	14.9861	0.4686	14.3654	7.8757	0.0088	3.2897
546	Ax Ky Jx 3y	19.3737	15.0619	2.8102	10.577	9.5424	0.0044	3.2942
547	Ax K- Tx 2-	19.3704	11.4171	2.6866	13.9372	12.1139	0.0088	3.303
548	Ax Qy 9x 2y	19.3684	12.6711	1.9879	13.8539	12.1004	0.0044	3.3074
549	Ax Jy 9y 2x	19.3518	12.3395	2.3627	13.8583	12.1677	0.0044	3.3119
550	A- A- Qx 3x	19.3515	13.8738	0.9043	14.9144	8.1632	0.0044	3.3163
551	Ax Jx 5x 2-	19.3479	8.6989	2.0819	18.0768	14.8318	0.0044	3.3208
552	Ax 4- 4- 3x	19.3476	10.3841	0.893	18.8024	12.3681	0.0044	3.3252
553	Ax Ty 9y 2x	19.3444	12.2554	2.8002	13.9159	12.1524	0.0044	3.3296
554	Ax A- 7- 3x	19.3415	14.9618	0.4742	14.3463	7.8993	0.0088	3.3385
555	Ax Ky Jy 3x	19.3385	15.0103	2.7663	10.5033	9.3937	0.0044	3.3429
556	Ax K- 2x 2-	19.3299	10.4862	1.2194	18.2116	9.6823	0.0088	3.3517
557	A- A- 3- 3-	19.3245	12.8545	0.148	18.1848	6.2226	0.0022	3.354
558	Ax Ay Kx 5y	19.3215	20.3233	0.9363	7.9167	4.8074	0.0044	3.3584
559	Ax Ky Ty 3x	19.3191	14.912	2.7899	10.5851	9.4918	0.0044	3.3628
560	Ax A- 9x 3-	19.3173	14.7764	0.2503	14.8959	8.1797	0.0088	3.3717
561	Ax Kx T- 2-	19.3142	11.3999	2.6827	13.8465	12.13	0.0088	3.3806
562	Ax 7- 4x 2x	19.3116	7.9428	1.5375	19.7555	16.2011	0.0044	3.385
563	Ax 9y 4y 3x	19.31	10.327	1.43	17.097	14.372	0.0044	3.3894
